Target sentiment:  {'negative': 0.9712052941322327, 'neutral': 0.019319815561175346, 'positive': 0.009474861435592175}
0	mean	0.40995360098934414
0	min	0.00607443880289793
1	mean	0.36319758261243495
1	min	0.022004843689501286
2	mean	0.3629623586932817
2	min	0.02359077800065279
3	mean	0.35107405940691633
3	min	0.0690287770703435
4	mean	0.34901935329039896
4	min	0.037423740761975445
5	mean	0.37728182119006914
5	min	0.02168231861044963
6	mean	0.3427564051033308
6	min	0.001285601407289505
7	mean	0.33761012014622493
7	min	0.020782410788039368
8	mean	0.334900473083059
8	min	0.012605616512397924
9	mean	0.34845522839886456
9	min	0.002403608523309231
10	mean	0.31017831711409
10	min	0.013210418944557508
11	mean	0.342176911382315
11	min	0.03826615680009127
12	mean	0.33191113620375584
12	min	0.00601026260604461
13	mean	0.27013583937349417
13	min	0.005768198209504287
14	mean	0.33720534609941155
14	min	0.020899430848658085
15	mean	0.392349191972365
15	min	0.016458809686203797
16	mean	0.3763898999864857
16	min	0.03486960971107086
17	mean	0.3572672087435299
17	min	0.0193561560784777
18	mean	0.3520243781168633
18	min	0.005428960857292016
19	mean	0.3125630430256327
19	min	0.01212504164626201
20	mean	0.3598001553552846
20	min	0.008145770989358425
21	mean	0.28471698072428503
21	min	0.020148643913368385
22	mean	0.3335726203148565
22	min	0.038116659658650555
23	mean	0.31109807557115954
23	min	0.015852017638583977
24	mean	0.27646575664480527
24	min	0.004328307695686817
25	mean	0.339596197012191
25	min	0.003146078437566757
26	mean	0.3001292481273412
26	min	0.00020753126591444016
27	mean	0.34638117021881043
27	min	0.03591035523762306
28	mean	0.3868505414451163
28	min	0.043765646405518055
29	mean	0.3405304458644241
29	min	0.0014172519246737163
30	mean	0.2776679534465074
30	min	0.004124261749287446
31	mean	0.30573867560053863
31	min	0.02357540186494589
32	mean	0.33882516161228216
32	min	0.012237311340868473
33	mean	0.3144975664342443
33	min	0.001771982138355573
34	mean	0.3038213714274269
34	min	0.0031828939293821654
35	mean	0.3313399633672089
35	min	0.03171199777474006
36	mean	0.35571954116690896
36	min	0.005831514485180378
37	mean	0.32643136552379787
37	min	0.0036044601971904435
38	mean	0.3704821909715733
38	min	0.06194857849429051
39	mean	0.33649738299349957
39	min	0.0398957688982288
40	mean	0.3381919809058309
40	min	0.03411266176650921
41	mean	0.3739572479265432
41	min	0.006164697619775931
42	mean	0.3180178298180301
42	min	0.01852478552609682
43	mean	0.29789028596443434
43	min	0.0009499825537204742
44	mean	0.32835223489751414
44	min	0.02976477735986312
45	mean	0.28165117350406943
45	min	0.0020548428098360696
46	mean	0.36375211027140436
46	min	0.02071890017638604
47	mean	0.32289112628748007
47	min	0.026302617974579334
48	mean	0.36600578987350063
48	min	0.009776203272243341
49	mean	0.27915572577156134
49	min	0.0023415361841519675
50	mean	0.32914691605294766
50	min	0.013144376687705517
51	mean	0.3199991017704208
51	min	0.051758975721895695
52	mean	0.31209507822990423
